unique_id,name,region,city,facility_type,facility_tier_label,latitude,longitude,region_mds,region_desert_label,service_gap_score,facility_integrity_risk,access_bonus,facility_desert_overlay,facility_desert_label,has_emergency_medicine,has_surgery,has_obstetrics,has_icu,has_radiology,has_infectious_disease,has_mental_health,has_pediatrics,ghost_probability_score,total_stat_anomalies,capability_is_valid,data_completeness_score,rag_quality_score,emergency_readiness_score,critical_care_score,accepts_volunteers,is_ngo,is_hospital,is_clinic,doctors,beds,schema_version
54ea35a8-47a9-47a0-b66b-bd2bde654bcd,Al-haq Herbal Center,Northern,Walewale,alternative_medicine,Other,10.3667,-0.8,0.599,Marginal,1.0,0.3665,0.072,0.6973,Moderate Desert,False,False,False,False,False,False,False,False,0.36,0,False,0.495,0.48,0.0,0.0,False,False,False,False,0,0,v12
7d512eb1-9cf1-4cd0-ad8b-59495d67b0e6,Dungu,Northern,Tamale,hospital,Secondary,9.4075,-0.8533,0.599,Marginal,1.0,0.3665,0.072,0.6973,Moderate Desert,False,False,False,False,False,False,False,False,0.36,0,False,0.536,0.48,0.0,0.0,False,False,True,False,0,0,v12
2841fd8a-88ea-4b96-bddb-5adea58bd396,God Cares Community Hospital,Northern,Tamale,hospital,Secondary,9.4075,-0.8533,0.599,Marginal,1.0,0.3665,0.072,0.6973,Moderate Desert,False,False,False,False,False,False,False,False,0.36,0,False,0.526,0.48,0.0,0.0,False,False,True,False,0,0,v12
ddb8c153-3e74-4f42-90b0-ddfb0b8f3650,Tatale District Catholic Hospital,Northern,Tatale,hospital,Secondary,9.54,-0.9,0.599,Marginal,1.0,0.3743,0.084,0.6973,Moderate Desert,False,False,False,False,False,False,False,False,0.44,1,False,0.3685,0.56,0.0,0.0,False,False,True,False,0,0,v12
6e21aa39-ef14-48f7-86fb-ff34d3da4ff4,Marie Stopes Ghana,Bono East,Techiman,,Other,7.5833,-1.9333,0.6859,Moderate Desert,0.8,0.4375,0.1145,0.6971,Moderate Desert,False,False,True,False,False,False,False,False,0.4,0,False,0.5035,0.43,0.0,0.0,False,True,False,False,0,0,v12
71bb33da-4965-4b94-b369-c8f6d3f8f064,Simpa Health Centre,Western,Simpa,clinic,Primary/Clinic,4.9016,-2.0214,0.5425,Marginal,1.0,0.5613,0.084,0.6971,Moderate Desert,False,False,False,False,False,False,False,False,0.72,1,False,0.346,0.56,0.0,0.0,False,False,False,True,0,0,v12
3c8bc588-8227-48be-8ecf-5842bb8edee5,Our Lady Of Fatima Clinic,Unknown,,clinic,Primary/Clinic,7.9465,-1.0232,0.5306,Marginal,1.0,0.589,0.069,0.6967,Moderate Desert,False,False,False,False,False,False,False,False,0.71,0,False,0.3025,0.46,-0.1,0.0,False,False,False,True,0,0,v12
5f1bf751-84f2-4a8b-907c-705a27a02650,Donkorkrom Presby Hospital,Volta,Odonkawkrom,hospital,Secondary,6.4167,-1.65,0.508,Marginal,1.0,0.6505,0.051,0.6965,Moderate Desert,False,False,False,False,False,False,False,False,0.82,0,False,0.346,0.34,0.0,0.0,False,False,True,False,0,0,v12
b79f30af-263a-421d-8706-9cd5fb6c2353,Tamale Central Hospital,Northern,Tamale,hospital,Secondary,9.4075,-0.8533,0.599,Marginal,1.0,0.3665,0.0795,0.6965,Moderate Desert,False,False,False,False,False,False,False,False,0.36,0,False,0.5585,0.53,0.0,0.0,False,False,True,False,0,0,v12
d23ba8e3-87dc-4bd2-9ad5-3c27e4090ccf,Chirano Health Centre,Western North,Bibiani,clinic,Primary/Clinic,6.45,-2.35,0.6671,Moderate Desert,1.0,0.134,0.0765,0.696,Moderate Desert,False,False,False,False,False,False,False,False,0.21,0,False,0.491,0.51,0.0,0.0,False,False,False,True,0,0,v12
476fb748-91bf-42a8-b9fa-b48922a38c71,Anhwiaso Health Centre,Unknown,Anhwiaso,clinic,Primary/Clinic,7.9465,-1.0232,0.5306,Marginal,1.0,0.573,0.054,0.6959,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.325,0.36,-0.1,0.0,False,False,False,True,0,0,v12
590bce63-122d-4ada-b5c2-d68dad57a583,St Marks Anglican Clinic,Western North,Bibiani,clinic,Primary/Clinic,6.45,-2.35,0.6671,Moderate Desert,1.0,0.134,0.087,0.6949,Moderate Desert,False,False,False,False,False,False,False,False,0.21,0,False,0.536,0.58,0.0,0.0,False,False,False,True,0,0,v12
e4a2768d-0437-4419-858d-5aba3a383bc7,Green Hill Natural Health Centre,Unknown,Kpando,clinic,Primary/Clinic,6.9833,0.3,0.5306,Marginal,1.0,0.5785,0.072,0.6949,Moderate Desert,False,False,False,False,False,False,False,False,0.64,0,False,0.325,0.48,0.0,0.0,False,False,False,True,0,0,v12
d2acd6fd-81f9-4ae0-b8db-b2564f3ff16a,"Ghapoha Hospital Takoradi, Ghana",Western,Takoradi,hospital,Secondary,4.8845,-1.7554,0.5425,Marginal,1.0,0.5095,0.036,0.6941,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.391,0.24,0.0,0.0,False,False,True,False,0,0,v12
083fab2f-2ae3-472a-b789-fce939162d77,Tarkwa Government Hospital,Western,Tarkwa,hospital,Secondary,5.3003,-1.9936,0.5425,Marginal,1.0,0.5095,0.036,0.6941,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.391,0.24,0.0,0.0,False,False,True,False,0,0,v12
26dfac77-2ca3-4ee3-87d7-59999aed91ce,Redeemer Hospital,Western,Tarkwa,hospital,Secondary,5.3003,-1.9936,0.5425,Marginal,1.0,0.5095,0.0465,0.693,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.391,0.31,0.0,0.0,False,False,True,False,0,0,v12
e0121cab-9bc1-4107-81b1-d3199731a502,St. Luke Catholic Hospital,Central,Apam,hospital,Secondary,5.36,-1.22,0.5883,Marginal,1.0,0.3743,0.0765,0.6927,Moderate Desert,False,False,False,False,False,False,False,False,0.44,1,False,0.3685,0.51,0.0,0.0,False,False,True,False,0,0,v12
571205e1-5396-4ef9-9c78-8e197e5d9664,Nkwanta Clinic,Upper West,Prestea,clinic,Primary/Clinic,5.45,-2.1333,0.605,Marginal,1.0,0.3185,0.0765,0.6926,Moderate Desert,False,False,False,False,False,False,False,False,0.39,0,False,0.431,0.51,0.0,0.0,False,False,False,True,0,0,v12
b1eae212-8ca5-44b4-ba7e-2ce6e471a455,Mankranso Government Hospital,Ashanti,Mankranso,hospital,Secondary,7.05,-2.05,0.4831,Marginal,1.0,0.6965,0.036,0.6924,Moderate Desert,False,False,False,False,False,False,False,False,0.86,0,False,0.301,0.24,0.0,0.0,False,False,True,False,0,0,v12
a70a5623-993b-4dd6-bcea-4cc6feac4575,Kwesimintsim Hospital,Western,Takoradi,hospital,Secondary,4.8845,-1.7554,0.5425,Marginal,1.0,0.5095,0.054,0.6923,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.4135,0.36,0.0,0.0,False,False,True,False,0,0,v12
56f2e3db-8ed3-4f42-8f3e-761f0e850d49,Best Care Natural Clinic,Northern,Tamale,clinic,Primary/Clinic,9.4075,-0.8533,0.599,Marginal,1.0,0.3265,0.0615,0.6923,Moderate Desert,False,False,False,False,False,False,False,False,0.36,0,False,0.581,0.41,0.0,0.0,False,False,False,True,0,0,v12
35cf049f-2029-45fc-ad9d-430843a66a27,Cathedral Herbal & Fertility Clinic,Unknown,Buduburam,alternative_medicine,Other,7.9465,-1.0232,0.5306,Marginal,1.0,0.5535,0.0615,0.6922,Moderate Desert,False,False,False,False,False,False,False,False,0.54,0,False,0.4785,0.41,-0.1,0.0,False,False,False,False,0,0,v12
3a285737-880b-49fe-903b-89f4991eb4af,Amang Health Centre,Central,Kasoa,clinic,Primary/Clinic,5.51,-0.435,0.5883,Marginal,1.0,0.3665,0.0795,0.6912,Moderate Desert,False,False,False,False,False,False,False,False,0.36,0,False,0.59,0.53,0.0,0.0,False,False,False,True,0,0,v12
54e81a7b-6d29-45e0-a4bb-85909248a730,St. Matthew’s Catholic Hospital,Volta,Apenkro,hospital,Secondary,6.8,0.3,0.508,Marginal,1.0,0.6073,0.0405,0.691,Moderate Desert,False,False,False,False,False,False,False,False,0.76,1,False,0.301,0.27,0.0,0.0,False,False,True,False,0,0,v12
d29852ca-c8f9-4976-9e08-1f8adb4ae080,Effiduase Govt. Hospital,Ashanti,Sekyere,hospital,Secondary,7.1,-1.3,0.4831,Marginal,1.0,0.6965,0.054,0.6906,Moderate Desert,False,False,False,False,False,False,False,False,0.86,0,False,0.3235,0.36,0.0,0.0,False,False,True,False,0,0,v12
adb079ad-81f9-4266-b7b0-bbc1c0fed955,Bodi Anglican Clinic,Western,Sefwi Bodi,clinic,Primary/Clinic,6.0833,-2.5167,0.5425,Marginal,1.0,0.5055,0.066,0.6905,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.22,0.44,0.0,0.0,False,False,False,True,0,0,v12
a21b01ae-dc1c-443c-abc0-65c8d5bc1d6a,Kuntanase Government Hospital,Ashanti,Kuntanase,hospital,Secondary,6.6167,-1.5333,0.4831,Marginal,1.0,0.6965,0.0645,0.6896,Moderate Desert,False,False,False,False,False,False,False,False,0.86,0,False,0.3235,0.43,0.0,0.0,False,False,True,False,0,0,v12
8c75375d-c575-40ff-b151-3fadacfaf469,St. Mary Theresa Catholic Hospital,Oti,,hospital,Secondary,7.45,0.2,0.509,Marginal,1.0,0.6073,0.0615,0.6895,Moderate Desert,False,False,False,False,False,False,False,False,0.76,1,False,0.301,0.41,0.0,0.0,False,False,True,False,0,0,v12
5b9ba0c6-aa0d-430a-9ae3-1f4e4927cb18,Wind Of Change Eyecare & Optical Centre,Central,Cape Coast,eye_clinic,Primary/Clinic,5.1053,-1.2466,0.5883,Marginal,1.0,0.3505,0.0765,0.6891,Moderate Desert,False,False,False,False,False,False,False,False,0.32,0,False,0.4985,0.51,0.0,0.0,False,False,False,True,0,0,v12
f753d71e-4faa-4f1b-ba55-fa8f65098804,Sacred Heart Catholic Hospital,Volta,Weme – Abor,hospital,Secondary,6.8,0.3,0.508,Marginal,1.0,0.6073,0.0615,0.689,Moderate Desert,False,False,False,False,False,False,False,False,0.76,1,False,0.3235,0.41,0.0,0.0,False,False,True,False,0,0,v12
557a9e52-076c-4eab-b940-f9e75ee9e4b7,St. Luke’s Catholic Hospital,Volta,Chinderi,hospital,Secondary,6.8,0.3,0.508,Marginal,1.0,0.6073,0.0615,0.689,Moderate Desert,False,False,False,False,False,False,False,False,0.76,1,False,0.3235,0.41,0.0,0.0,False,False,True,False,0,0,v12
c4ea5289-be09-4e9a-8ba8-034ec9e9db3e,Banda Ahenkro Rural Clinic,Brong-Ahafo,Banda,hospital,Secondary,7.7833,-2.2833,0.4695,Adequate,1.0,0.719,0.0465,0.688,Moderate Desert,False,False,False,False,False,False,False,False,0.86,0,False,0.301,0.31,0.0,0.0,False,False,True,False,0,0,v12
3459bc32-b451-4cb0-9994-7c6b20609bec,Offinso Health Centre,Unknown,Kawkawti,clinic,Primary/Clinic,7.1167,-1.6333,0.5306,Marginal,1.0,0.5095,0.0405,0.6877,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.361,0.27,0.0,0.0,False,False,False,True,0,0,v12
dc0fa193-7665-4861-8135-bfb545c36473,Patasi Mater Dei Clinic,Ashanti,Kumasi,,Other,6.6885,-1.6244,0.4831,Marginal,1.0,0.6965,0.086,0.6874,Moderate Desert,False,False,False,False,False,False,False,False,0.86,0,False,0.35,0.24,0.0,0.0,False,True,False,False,0,0,v12
9ad67bdf-839a-49b0-92e0-eaaf9d34e3bc,Adumkrom PHC Clinic,Western,Adumkrom,clinic,Primary/Clinic,6.9,-2.3,0.5425,Marginal,1.0,0.483,0.066,0.6871,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.301,0.44,0.0,0.0,False,False,False,True,0,0,v12
033207c6-18be-47a7-8acf-e8052dc62ac4,Boafo Yena Clinic,Western,Ahimakrom,clinic,Primary/Clinic,7.15,-2.25,0.5425,Marginal,1.0,0.483,0.066,0.6871,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.265,0.44,0.0,0.0,False,False,False,True,0,0,v12
cc9c899a-52c9-4b06-83e0-a91504d438b1,UMAT Clinic,Western,Tarkwa,clinic,Primary/Clinic,5.3003,-1.9936,0.5425,Marginal,1.0,0.483,0.066,0.6871,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.31,0.44,0.0,0.0,False,False,False,True,0,0,v12
98d70a38-2641-4cfb-a364-3101779e1926,Brebre CHPS,Western,Brebre,chps,CHPS,6.9833,-2.0333,0.5425,Marginal,1.0,0.483,0.0735,0.6864,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.265,0.49,0.0,0.0,False,False,False,True,0,0,v12
b6e016e8-87b6-4542-acfe-11079c3c3ee2,Dompim Health Centre,Western,Dompim,clinic,Primary/Clinic,5.1667,-2.0167,0.5425,Marginal,1.0,0.483,0.0735,0.6864,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.301,0.49,0.0,0.0,False,False,False,True,0,0,v12
b91bcee7-b995-4770-9dbf-69a9d2a9a805,Benso Health Centre,Western,Benso,clinic,Primary/Clinic,5.1833,-2.15,0.5425,Marginal,1.0,0.483,0.0735,0.6864,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.301,0.49,0.0,0.0,False,False,False,True,0,0,v12
02ef95ff-6666-49de-970f-cf5c8897fda2,Meland Pharmacy,Central,Cape Coast,pharmacy,Other,5.1053,-1.2466,0.5883,Marginal,1.0,0.3265,0.072,0.6859,Moderate Desert,False,False,False,False,False,False,False,False,0.36,0,False,0.4675,0.48,0.0,0.0,False,False,False,False,0,0,v12
3db3f850-aef3-4704-9977-b17564e5b00a,Gomoa Obuasi Clinic,Unknown,Afransi,clinic,Primary/Clinic,6.2,-1.6667,0.5306,Marginal,1.0,0.5095,0.0615,0.6856,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.3835,0.41,0.0,0.0,False,False,False,True,0,0,v12
d2a55c53-dc83-440b-948e-7c3711707a19,Wellembelle Health Centre,Upper West,,clinic,Primary/Clinic,10.25,-2.32,0.605,Marginal,1.0,0.25,0.051,0.6849,Moderate Desert,False,False,False,False,False,False,False,False,0.3,0,False,0.401,0.34,0.0,0.0,False,False,False,True,0,0,v12
9eea36a1-ebfa-4eb3-abfc-82cb4f0da81c,"Medicas Hospital, Mampong Akwapim",Upper West,Mampong,hospital,Secondary,7.0667,-1.4,0.605,Marginal,1.0,0.2675,0.081,0.6845,Moderate Desert,False,False,False,False,False,False,False,False,0.25,0,False,0.541,0.54,0.0,0.0,False,False,True,False,0,0,v12
4b39c548-995d-4427-a22d-0aa33e66d920,Walewale Hospital,Northern,Walewale,hospital,Secondary,10.3667,-0.8,0.599,Marginal,1.0,0.296,0.0945,0.6844,Moderate Desert,False,False,False,False,False,False,False,False,0.39,0,False,0.436,0.63,0.0,0.0,False,False,True,False,0,0,v12
85f15c3f-c152-4038-962c-6826f6e11e6b,Jopizo Lab and Diagnostic Centre,Western,Takoradi,diagnostic_center,Other,4.8845,-1.7554,0.5425,Marginal,1.0,0.4635,0.0645,0.6843,Moderate Desert,False,False,False,False,True,False,False,False,0.54,0,False,0.5035,0.43,0.0,0.0,False,False,False,False,0,0,v12
65d36bd8-d128-40d6-a8db-00ea7544296f,Star Lab Diagnostic- Yendi,Northern,Yendi,hospital,Secondary,9.4417,-0.0083,0.599,Marginal,1.0,0.2785,0.0795,0.6833,Moderate Desert,False,False,False,False,False,False,False,False,0.14,0,False,0.666,0.53,0.0,0.0,False,False,True,False,0,0,v12
0776a403-82aa-436f-bfbc-b299535f7598,King's Diagnostics,Northern,Tamale,clinic,Primary/Clinic,9.4075,-0.8533,0.599,Marginal,1.0,0.245,0.048,0.6814,Moderate Desert,False,False,False,False,False,False,False,False,0.25,0,False,0.505,0.32,0.0,0.0,False,False,False,True,0,0,v12
26a2f21f-801b-4ed7-b4cb-c4df87dcc4f7,HS Daan Herbal Clinic,Central,Accra,alternative_medicine,Other,5.6037,-0.187,0.5883,Marginal,1.0,0.301,0.0795,0.6814,Moderate Desert,False,False,False,False,False,False,False,False,0.14,0,False,0.616,0.53,0.0,0.0,False,False,False,False,0,0,v12
8e02ae07-6926-4dda-b4f1-397c3af21413,Mercy Women’s Catholic Hospital,Central,Mankessim,hospital,Secondary,5.2667,-1.0167,0.5883,Marginal,1.0,0.296,0.0765,0.6809,Moderate Desert,False,False,False,False,False,False,False,False,0.39,0,False,0.436,0.51,0.0,0.0,False,False,True,False,0,0,v12
73100890-55f9-433b-bae0-38dbc388c440,War Memorial Hospital,Upper West,Nogsenia,hospital,Secondary,10.25,-2.32,0.605,Marginal,1.0,0.244,0.084,0.6807,Moderate Desert,False,False,False,False,False,False,False,False,0.26,0,False,0.4685,0.56,0.0,0.0,False,False,True,False,0,0,v12
44c3c10a-506e-4fa2-aba3-80f899819351,Sefwi-Bekwai Health Centre,Western,Sefwi Bekwai,clinic,Primary/Clinic,6.3833,-2.3833,0.5425,Marginal,1.0,0.4335,0.066,0.6797,Moderate Desert,False,False,False,False,False,False,False,False,0.49,0,False,0.32,0.44,0.0,0.0,False,False,False,True,0,0,v12
909cb4e4-b6ec-435e-912a-60d0e96a53b0,Nagel Memorial Adventist Hospital,Western,Takoradi,hospital,Secondary,4.8845,-1.7554,0.5425,Marginal,1.0,0.4125,0.036,0.6795,Moderate Desert,False,False,False,False,False,False,False,False,0.4,0,False,0.491,0.24,0.0,0.0,False,False,True,False,0,0,v12
bcbf8a75-43ac-42be-8141-5aa27c03b3c4,International SOS Takoradi Clinic,Western,Takoradi,hospital,Secondary,4.8845,-1.7554,0.5425,Marginal,1.0,0.4125,0.036,0.6795,Moderate Desert,False,False,False,False,False,False,False,False,0.4,0,False,0.491,0.24,0.0,0.0,False,False,True,False,0,0,v12
02308ae4-0a91-45ec-8068-ddebb58673f0,St. Anthony Ann Catholic Hospital,Ashanti,Donyina,hospital,Secondary,6.6885,-1.6244,0.4831,Marginal,1.0,0.6073,0.0405,0.6786,Moderate Desert,False,False,False,False,False,False,False,False,0.76,1,False,0.301,0.27,0.0,0.0,False,False,True,False,0,0,v12
ba1b1b07-29fd-4bc1-b375-443e15cb25e0,Ho Municipal Hospital,Volta,Ho,hospital,Secondary,6.6,0.4667,0.508,Marginal,1.0,0.5095,0.036,0.6768,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.431,0.24,0.0,0.0,False,False,True,False,0,0,v12
d06306eb-a989-40a5-a1a2-0fde7ec3f2f1,St. Martins Catholic Hospital - Agroyesum,Ashanti,Agroyesum,hospital,Secondary,6.6885,-1.6244,0.4831,Marginal,1.0,0.6073,0.0615,0.6765,Moderate Desert,False,False,False,False,False,False,False,False,0.76,1,False,0.3235,0.41,0.0,0.0,False,False,True,False,0,0,v12
5436f4fe-35e6-4c35-9678-dc56b2893e2b,St. Michael’s Catholic Hospital,Ashanti,Pramso,hospital,Secondary,6.6885,-1.6244,0.4831,Marginal,1.0,0.6073,0.0615,0.6765,Moderate Desert,False,False,False,False,False,False,False,False,0.76,1,False,0.3235,0.41,0.0,0.0,False,False,True,False,0,0,v12
29ead5b3-1452-4962-acc9-4c8c2ea2b54b,Battor Catholic Hospital,Volta,Battor,hospital,Secondary,6.2,0.5,0.508,Marginal,1.0,0.529,0.069,0.6764,Moderate Desert,False,False,False,False,False,False,False,False,0.71,0,False,0.3235,0.46,0.0,0.0,False,False,True,False,0,0,v12
61e1a975-b9cc-4c76-a0d6-ec46cc9d6980,Asawinso Seventh-day Adventist Clinic,Western,Sefwi Asawinso,clinic,Primary/Clinic,6.35,-2.4,0.5425,Marginal,1.0,0.411,0.066,0.6763,Moderate Desert,False,False,False,False,False,False,False,False,0.49,0,False,0.32,0.44,0.0,0.0,False,False,False,True,0,0,v12
ae860907-677a-457a-a39a-2b89e9b55d68,Margaret Marquart Catholic Hospital,Volta,Kpando,hospital,Secondary,6.9833,0.3,0.508,Marginal,1.0,0.529,0.072,0.6761,Moderate Desert,False,False,False,False,False,False,False,False,0.71,0,False,0.301,0.48,0.0,0.0,False,False,True,False,0,0,v12
ec6bf183-5cf7-4b9c-b4cd-5bcbadd815b2,Pope John Paul II Catholic Medical Centre,Ashanti,Jamasi,hospital,Secondary,6.6885,-1.6244,0.4831,Marginal,1.0,0.6073,0.069,0.6758,Moderate Desert,False,False,False,False,False,False,False,False,0.76,1,False,0.3235,0.46,0.0,0.0,False,False,True,False,0,0,v12
3744391b-51fc-4dad-be4c-2057394fce1d,Cheerful Hearts Foundation,Central,,,Other,5.36,-1.22,0.5883,Marginal,1.0,0.29,0.1205,0.6756,Moderate Desert,False,False,False,False,False,False,False,False,0.3,0,False,0.3735,0.47,0.0,0.0,False,True,False,False,0,0,v12
a4408a55-f844-4d01-b399-dd390438dbc4,"Presbyterian Health Centre, Kwame Bikrom",Upper West,Sefwi Essam,clinic,Primary/Clinic,10.25,-2.32,0.605,Marginal,1.0,0.204,0.0765,0.6754,Moderate Desert,False,False,False,False,False,False,False,False,0.26,0,False,0.446,0.51,0.0,0.0,False,False,False,True,0,0,v12
d0d7baba-c2f0-49e1-bee1-52544ab83f78,Eastside Life Hospital,Upper East,Bolgatanga,hospital,Secondary,10.7861,-0.8522,0.8433,Severe Desert,0.6,0.107,0.1245,0.6753,Moderate Desert,False,False,True,False,True,False,False,True,0.08,0,False,0.819,0.83,0.0,0.0,False,False,True,False,0,0,v12
dbbbd873-e194-401b-9af0-86c5bc100589,Shekinah Herbal TV GH,Unknown,Klagon,alternative_medicine,Other,5.6167,-0.0333,0.5306,Marginal,1.0,0.4375,0.057,0.6752,Moderate Desert,False,False,False,False,False,False,False,False,0.4,0,False,0.4335,0.38,0.0,0.0,False,False,False,False,0,0,v12
b83e6d52-7d06-47cc-92bc-8ea435da96ac,Sacred Heart Hospital Weme- Abor,Volta,Keta,hospital,Secondary,5.9167,0.9833,0.508,Marginal,1.0,0.5095,0.054,0.675,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.4135,0.36,0.0,0.0,False,False,True,False,0,0,v12
2908bb78-bac1-420c-a08b-0062f11e116f,Royal Hospital,Volta,Ho,hospital,Secondary,6.6,0.4667,0.508,Marginal,1.0,0.5095,0.054,0.675,Moderate Desert,False,False,False,False,False,False,False,False,0.58,0,False,0.4135,0.36,0.0,0.0,False,False,True,False,0,0,v12
6c1a5964-3b1e-4943-85e9-9d009689a107,Abura Health Centre,Central,Abura,clinic,Primary/Clinic,5.36,-1.22,0.5883,Marginal,1.0,0.244,0.0615,0.6746,Moderate Desert,False,False,False,False,False,False,False,False,0.26,0,False,0.446,0.41,0.0,0.0,False,False,False,True,0,0,v12
8df451d0-1fd7-4308-a173-76be783974ed,Osagyefo Memorial Medical Centre - OMMC,Western,Bakanta,hospital,Secondary,5.3,-1.15,0.5425,Marginal,1.0,0.3915,0.0795,0.672,Moderate Desert,False,False,False,False,False,False,False,False,0.36,0,False,0.5185,0.53,0.0,0.0,False,False,True,False,0,0,v12
74172a43-f026-432c-b42d-21848ac54316,Takoradi Family Health Specialist Hospital,Western,Takoradi,hospital,Specialist,4.8845,-1.7554,0.5425,Marginal,1.0,0.3665,0.0615,0.6701,Moderate Desert,False,False,False,False,False,False,False,False,0.36,0,False,0.576,0.41,0.0,0.0,False,False,True,False,0,0,v12
7c236f7b-b975-4db6-8ba8-6fb545f533e4,Karaga District Hospital,Northern,Karaga,hospital,Secondary,10.0167,-0.5333,0.599,Marginal,1.0,0.199,0.0945,0.6699,Moderate Desert,False,False,False,False,False,False,False,False,0.21,0,False,0.446,0.63,0.0,0.0,False,False,True,False,0,0,v12
b0a558a3-9e01-4c9d-8f75-c1b99c0e1bb6,Bimbilla Hospital,Northern,Bimbilla,hospital,Secondary,9.8667,0.0667,0.599,Marginal,1.0,0.199,0.0945,0.6699,Moderate Desert,False,False,False,False,False,False,False,False,0.21,0,False,0.441,0.63,0.0,0.0,False,False,True,False,0,0,v12
77b76078-46e2-4624-9ba8-3dc3084e5e8e,Universal Health Clinic,Northern,Tamale,clinic,Specialist,9.4075,-0.8533,0.599,Marginal,1.0,0.2065,0.1095,0.6695,Moderate Desert,False,False,False,False,True,False,False,False,0.06,0,False,0.6975,0.73,0.0,0.0,False,False,False,True,0,0,v12
ad882b5f-1934-425e-b4ad-582d861e7bd5,"Mansowa Herbal Clinic, Kasoa",Central,Accra,alternative_medicine,Other,5.6037,-0.187,0.5883,Marginal,1.0,0.2275,0.0885,0.6694,Moderate Desert,False,False,False,False,False,False,False,False,0.25,0,False,0.6925,0.59,0.0,0.0,False,False,False,False,0,0,v12
738e0f27-d8a0-4e1f-9931-1c2b04c17b90,St. John of God Catholic Hospital,Ahafo,Duayaw Nkwanta,hospital,Secondary,6.9,-2.3,0.4686,Adequate,1.0,0.6073,0.0615,0.6693,Moderate Desert,False,False,False,False,False,False,False,False,0.76,1,False,0.301,0.41,0.0,0.0,False,False,True,False,0,0,v12
0643b69b-fb41-4fc5-b68e-2f7ae8cbd5a6,Akrofrom Health Centre,Ashanti,Akrofrom,clinic,Primary/Clinic,6.6885,-1.6244,0.4831,Marginal,1.0,0.5613,0.0765,0.6681,Moderate Desert,False,False,False,False,False,False,False,False,0.72,1,False,0.265,0.51,0.0,0.0,False,False,False,True,0,0,v12
49c69049-136d-4202-8fa7-b4d42bba80f6,Ghana Adventist Health Services,Ashanti,Wiamoase,,Other,6.6885,-1.6244,0.4831,Marginal,1.0,0.574,0.0965,0.668,Moderate Desert,False,False,False,False,False,False,False,False,0.76,0,False,0.3235,0.31,0.0,0.0,False,True,False,False,0,0,v12
acd59c99-d873-4d90-884b-3ddacf612564,Church of God Health Services,Ashanti,Apaaso,,Other,6.6885,-1.6244,0.4831,Marginal,1.0,0.574,0.0965,0.668,Moderate Desert,False,False,False,False,False,False,False,False,0.76,0,False,0.3235,0.31,0.0,0.0,False,True,False,False,0,0,v12
5f94a755-e200-4176-8827-db401cc0b35e,COA Research & Manufacturing,Central,Cape Coast,clinic,Primary/Clinic,5.1053,-1.2466,0.5883,Marginal,1.0,0.205,0.0705,0.6679,Moderate Desert,False,False,False,False,False,False,False,False,0.25,0,False,0.55,0.47,0.0,0.0,False,False,False,True,0,0,v12
9035717d-5a88-4bc0-a414-e3746116f695,Allen Health Clinic,Ashanti,Wamasi,clinic,Primary/Clinic,6.6885,-1.6244,0.4831,Marginal,1.0,0.5613,0.084,0.6674,Moderate Desert,False,False,False,False,False,False,False,False,0.72,1,False,0.341,0.56,0.0,0.0,False,False,False,True,0,0,v12
65c17c2e-5f0f-4c51-9e1a-ddbfdfa3e1ba,Elubo Health Center,Unknown,Half Assini,clinic,Primary/Clinic,7.9465,-1.0232,0.5306,Marginal,1.0,0.386,0.0585,0.6673,Moderate Desert,False,False,False,False,False,False,False,False,0.39,0,False,0.406,0.39,-0.1,0.0,False,False,False,True,0,0,v12
bd03bd64-6822-4f1e-8f1a-93462f6e5a7c,Right to Sight and Health,Northern,Tamale,,Other,9.4075,-0.8533,0.599,Marginal,1.0,0.205,0.131,0.6671,Moderate Desert,False,False,False,False,False,False,False,False,0.25,0,False,0.5135,0.54,0.0,0.0,False,True,False,False,0,0,v12
ffe520ae-bd91-4013-84cc-77d807062ccc,Centre for Plant Medicine Research,Eastern,Mampong-Akwapim,clinic,Primary/Clinic,5.9167,-0.1333,0.4964,Adequate,1.0,0.503,0.0675,0.6669,Moderate Desert,False,False,False,False,False,False,False,False,0.67,0,False,0.31,0.45,0.0,0.0,False,False,False,True,0,0,v12
